"name","stayed","club","season","points","games","ef","minutes","plusminus","ppg","mpg","efpg","morethan15mpg","morethan5ppg"
"OBST A",1,"Brose Bamberg","2015/16",10,11,4,46,3,0.91,4.18,0.36,"Less than 15 minutes/game","Less than 5 points/game"
"RADOSEVIC L",0,"Brose Bamberg","2015/16",157,25,205,401,187,6.28,16.04,8.2,"More than 15 minutes/game","More than 5 points/game"
"SCHMIDT D",1,"Brose Bamberg","2015/16",2,1,1,11,6,2,11,1,"Less than 15 minutes/game","Less than 5 points/game"
"STAIGER L",0,"Brose Bamberg","2015/16",233,31,250,473,280,7.52,15.26,8.06,"More than 15 minutes/game","More than 5 points/game"
"STRELNIEKS J",1,"Brose Bamberg","2015/16",346,32,388,745,358,10.81,23.28,12.12,"More than 15 minutes/game","More than 5 points/game"
"THEIS D",1,"Brose Bamberg","2015/16",368,33,511,654,400,11.15,19.82,15.48,"More than 15 minutes/game","More than 5 points/game"
"WANAMAKER B",1,"Brose Bamberg","2015/16",413,31,511,830,381,13.32,26.77,16.48,"More than 15 minutes/game","More than 5 points/game"
"ZISIS N",0,"Brose Bamberg","2015/16",292,31,317,659,298,9.42,21.26,10.23,"More than 15 minutes/game","More than 5 points/game"
"CALLAHAN J",0,"Crailsheim Merlins","2015/16",388,34,322,973,-356,11.41,28.62,9.47,"More than 15 minutes/game","More than 5 points/game"
"CALVIN A",0,"Crailsheim Merlins","2015/16",216,27,185,589,-233,8,21.81,6.85,"More than 15 minutes/game","More than 5 points/game"
"CARPENTER L",1,"Crailsheim Merlins","2015/16",0,1,0,4,-2,0,4,0,"Less than 15 minutes/game","Less than 5 points/game"
"CHUBB A",0,"Crailsheim Merlins","2015/16",317,29,357,739,-307,10.93,25.48,12.31,"More than 15 minutes/game","More than 5 points/game"
"CIZAUSKAS V",0,"Crailsheim Merlins","2015/16",130,23,122,461,-133,5.65,20.04,5.3,"More than 15 minutes/game","More than 5 points/game"
"ELY S",0,"Crailsheim Merlins","2015/16",259,26,245,713,-240,9.96,27.42,9.42,"More than 15 minutes/game","More than 5 points/game"
"FLOMO P",0,"Crailsheim Merlins","2015/16",62,26,83,284,-151,2.38,10.92,3.19,"Less than 15 minutes/game","Less than 5 points/game"
"FRAZIER C",0,"Crailsheim Merlins","2015/16",30,13,15,84,-71,2.31,6.46,1.15,"Less than 15 minutes/game","Less than 5 points/game"
"FRIEDERICI L",0,"Crailsheim Merlins","2015/16",0,1,1,5,-10,0,5,1,"Less than 15 minutes/game","Less than 5 points/game"
"GRAVES A",0,"Crailsheim Merlins","2015/16",184,12,146,394,-118,15.33,32.83,12.17,"More than 15 minutes/game","More than 5 points/game"
"JOST M",0,"Crailsheim Merlins","2015/16",106,31,100,372,-133,3.42,12,3.23,"Less than 15 minutes/game","Less than 5 points/game"
"MONSE S",0,"Crailsheim Merlins","2015/16",28,16,15,117,-55,1.75,7.31,0.94,"Less than 15 minutes/game","Less than 5 points/game"
"SCHWARTZ T",0,"Crailsheim Merlins","2015/16",61,29,73,285,-96,2.1,9.83,2.52,"Less than 15 minutes/game","Less than 5 points/game"
"STAINBROOK M",0,"Crailsheim Merlins","2015/16",227,29,304,498,-129,7.83,17.17,10.48,"More than 15 minutes/game","More than 5 points/game"
"WYSOCKI K",0,"Crailsheim Merlins","2015/16",329,32,385,865,-297,10.28,27.03,12.03,"More than 15 minutes/game","More than 5 points/game"
"AUSTIN W",0,"Eisbären Bremerhaven","2015/16",154,32,168,359,-100,4.81,11.22,5.25,"Less than 15 minutes/game","Less than 5 points/game"
"BLECK F",0,"Eisbären Bremerhaven","2015/16",49,30,52,317,-10,1.63,10.57,1.73,"Less than 15 minutes/game","Less than 5 points/game"
"CURRY B",0,"Eisbären Bremerhaven","2015/16",104,27,131,409,-38,3.85,15.15,4.85,"More than 15 minutes/game","Less than 5 points/game"
"FOGG K",0,"Eisbären Bremerhaven","2015/16",619,34,534,1029,-168,18.21,30.26,15.71,"More than 15 minutes/game","More than 5 points/game"
"FREESE J",0,"Eisbären Bremerhaven","2015/16",295,34,306,880,-125,8.68,25.88,9,"More than 15 minutes/game","More than 5 points/game"
"GORDON L",0,"Eisbären Bremerhaven","2015/16",346,34,418,1041,-136,10.18,30.62,12.29,"More than 15 minutes/game","More than 5 points/game"
"HüBNER M",0,"Eisbären Bremerhaven","2015/16",6,4,6,14,5,1.5,3.5,1.5,"Less than 15 minutes/game","Less than 5 points/game"
"SIHOTA R",0,"Eisbären Bremerhaven","2015/16",93,12,103,274,-86,7.75,22.83,8.58,"More than 15 minutes/game","More than 5 points/game"
"SMITH J",1,"Eisbären Bremerhaven","2015/16",429,34,456,869,-162,12.62,25.56,13.41,"More than 15 minutes/game","More than 5 points/game"
"WILLIAMS L",1,"Eisbären Bremerhaven","2015/16",127,23,121,498,-97,5.52,21.65,5.26,"More than 15 minutes/game","More than 5 points/game"
"ZWIENER P",0,"Eisbären Bremerhaven","2015/16",117,21,119,361,-60,5.57,17.19,5.67,"More than 15 minutes/game","More than 5 points/game"
"ALEKSANDROV N",1,"EWE Baskets Oldenburg","2015/16",239,30,254,685,87,7.97,22.83,8.47,"More than 15 minutes/game","More than 5 points/game"
"BACAK M",0,"EWE Baskets Oldenburg","2015/16",5,3,4,8,2,1.67,2.67,1.33,"Less than 15 minutes/game","Less than 5 points/game"
"DUGGINS V",0,"EWE Baskets Oldenburg","2015/16",484,33,446,885,125,14.67,26.82,13.52,"More than 15 minutes/game","More than 5 points/game"
"KRAMER C",1,"EWE Baskets Oldenburg","2015/16",314,31,460,991,119,10.13,31.97,14.84,"More than 15 minutes/game","More than 5 points/game"
"KRAMER D",0,"EWE Baskets Oldenburg","2015/16",42,19,32,81,-3,2.21,4.26,1.68,"Less than 15 minutes/game","Less than 5 points/game"
"LOCKHART D",1,"EWE Baskets Oldenburg","2015/16",40,30,64,223,77,1.33,7.43,2.13,"Less than 15 minutes/game","Less than 5 points/game"
"MACHADO S",0,"EWE Baskets Oldenburg","2015/16",106,13,138,275,74,8.15,21.15,10.62,"More than 15 minutes/game","More than 5 points/game"
"PAULDING R",1,"EWE Baskets Oldenburg","2015/16",435,33,435,998,172,13.18,30.24,13.18,"More than 15 minutes/game","More than 5 points/game"
"PREPELIC K",0,"EWE Baskets Oldenburg","2015/16",289,29,308,689,96,9.97,23.76,10.62,"More than 15 minutes/game","More than 5 points/game"
"QVALE B",0,"EWE Baskets Oldenburg","2015/16",510,33,622,851,116,15.45,25.79,18.85,"More than 15 minutes/game","More than 5 points/game"
"SCHWETHELM P",0,"EWE Baskets Oldenburg","2015/16",173,34,202,507,133,5.09,14.91,5.94,"Less than 15 minutes/game","More than 5 points/game"
"SMEULDERS R",1,"EWE Baskets Oldenburg","2015/16",201,31,252,540,13,6.48,17.42,8.13,"More than 15 minutes/game","More than 5 points/game"
"WIMBERG J",1,"EWE Baskets Oldenburg","2015/16",23,17,32,87,14,1.35,5.12,1.88,"Less than 15 minutes/game","Less than 5 points/game"
"BRYANT J",1,"FC Bayern München","2015/16",347,32,457,619,265,10.84,19.34,14.28,"More than 15 minutes/game","More than 5 points/game"
"CHIKOKO V",0,"FC Bayern München","2015/16",68,8,89,127,51,8.5,15.88,11.12,"More than 15 minutes/game","More than 5 points/game"
"COBBS J",0,"FC Bayern München","2015/16",140,19,155,374,13,7.37,19.68,8.16,"More than 15 minutes/game","More than 5 points/game"
"DJEDOVIC N",1,"FC Bayern München","2015/16",310,26,312,620,130,11.92,23.85,12,"More than 15 minutes/game","More than 5 points/game"
"FREUDENBERG R",0,"FC Bayern München","2015/16",4,3,1,13,0,1.33,4.33,0.33,"Less than 15 minutes/game","Less than 5 points/game"
"GAVEL A",1,"FC Bayern München","2015/16",199,34,275,829,296,5.85,24.38,8.09,"More than 15 minutes/game","More than 5 points/game"
"JALLOW K",0,"FC Bayern München","2015/16",24,11,27,70,19,2.18,6.36,2.45,"Less than 15 minutes/game","Less than 5 points/game"
"KLEBER M",0,"FC Bayern München","2015/16",118,16,159,319,54,7.38,19.94,9.94,"More than 15 minutes/game","More than 5 points/game"
"KOVACEVIC D",0,"FC Bayern München","2015/16",2,2,2,5,0,1,2.5,1,"Less than 15 minutes/game","Less than 5 points/game"
"MAYR D",1,"FC Bayern München","2015/16",24,15,19,55,-2,1.6,3.67,1.27,"Less than 15 minutes/game","Less than 5 points/game"
"RENFROE A",0,"FC Bayern München","2015/16",316,32,446,802,397,9.88,25.06,13.94,"More than 15 minutes/game","More than 5 points/game"
"SAVANOVIC D",1,"FC Bayern München","2015/16",349,27,359,577,248,12.93,21.37,13.3,"More than 15 minutes/game","More than 5 points/game"
"SCHMITT S",0,"FC Bayern München","2015/16",0,2,-1,2,-1,0,1,-0.5,"Less than 15 minutes/game","Less than 5 points/game"
"TAYLOR B",1,"FC Bayern München","2015/16",375,27,427,697,252,13.89,25.81,15.81,"More than 15 minutes/game","More than 5 points/game"
"THOMPSON D",0,"FC Bayern München","2015/16",333,31,377,633,192,10.74,20.42,12.16,"More than 15 minutes/game","More than 5 points/game"
"TOPPERT C",0,"FC Bayern München","2015/16",12,5,10,38,15,2.4,7.6,2,"Less than 15 minutes/game","Less than 5 points/game"
"ZIPSER P",1,"FC Bayern München","2015/16",230,32,307,577,180,7.19,18.03,9.59,"More than 15 minutes/game","More than 5 points/game"
"BARTHEL D",1,"FRAPORT SKYLINERS","2015/16",258,26,335,570,156,9.92,21.92,12.88,"More than 15 minutes/game","More than 5 points/game"
"DIMSA T",0,"FRAPORT SKYLINERS","2015/16",68,13,59,192,60,5.23,14.77,4.54,"Less than 15 minutes/game","More than 5 points/game"
"DOORNEKAMP A",1,"FRAPORT SKYLINERS","2015/16",370,33,444,936,287,11.21,28.36,13.45,"More than 15 minutes/game","More than 5 points/game"
"ILZHöFER S",1,"FRAPORT SKYLINERS","2015/16",7,4,8,21,4,1.75,5.25,2,"Less than 15 minutes/game","Less than 5 points/game"
"KIEL N",1,"FRAPORT SKYLINERS","2015/16",5,1,4,8,10,5,8,4,"Less than 15 minutes/game","Less than 5 points/game"
"KLEIN K",1,"FRAPORT SKYLINERS","2015/16",208,28,190,594,70,7.43,21.21,6.79,"More than 15 minutes/game","More than 5 points/game"
"LITTLE J",0,"FRAPORT SKYLINERS","2015/16",154,32,174,663,143,4.81,20.72,5.44,"More than 15 minutes/game","Less than 5 points/game"
"MERZ M",1,"FRAPORT SKYLINERS","2015/16",23,14,24,69,-20,1.64,4.93,1.71,"Less than 15 minutes/game","Less than 5 points/game"
"MORRISON M",1,"FRAPORT SKYLINERS","2015/16",225,34,219,580,185,6.62,17.06,6.44,"More than 15 minutes/game","More than 5 points/game"
"OKEKE L",1,"FRAPORT SKYLINERS","2015/16",0,1,-1,3,0,0,3,-1,"Less than 15 minutes/game","Less than 5 points/game"
"OLDENBURG T",1,"FRAPORT SKYLINERS","2015/16",0,1,0,2,-5,0,2,0,"Less than 15 minutes/game","Less than 5 points/game"
"RICHTER J",1,"FRAPORT SKYLINERS","2015/16",59,22,76,185,43,2.68,8.41,3.45,"Less than 15 minutes/game","Less than 5 points/game"
"ROBERTSON Q",1,"FRAPORT SKYLINERS","2015/16",320,34,357,982,326,9.41,28.88,10.5,"More than 15 minutes/game","More than 5 points/game"
"SCRUBB P",0,"FRAPORT SKYLINERS","2015/16",181,17,191,403,153,10.65,23.71,11.24,"More than 15 minutes/game","More than 5 points/game"
"THEODORE J",0,"FRAPORT SKYLINERS","2015/16",456,31,474,877,251,14.71,28.29,15.29,"More than 15 minutes/game","More than 5 points/game"
"VOIGTMANN J",1,"FRAPORT SKYLINERS","2015/16",348,29,445,702,178,12,24.21,15.34,"More than 15 minutes/game","More than 5 points/game"
"ZEEB G",0,"FRAPORT SKYLINERS","2015/16",6,2,5,5,6,3,2.5,2.5,"Less than 15 minutes/game","Less than 5 points/game"
"ADLER M",1,"medi bayreuth","2015/16",0,1,0,2,-5,0,2,0,"Less than 15 minutes/game","Less than 5 points/game"
"DORETH B",0,"medi bayreuth","2015/16",168,34,268,968,-224,4.94,28.47,7.88,"More than 15 minutes/game","Less than 5 points/game"
"FLOWERS J",0,"medi bayreuth","2015/16",347,29,285,743,-114,11.97,25.62,9.83,"More than 15 minutes/game","More than 5 points/game"
"HEYDEN P",1,"medi bayreuth","2015/16",31,11,23,112,-14,2.82,10.18,2.09,"Less than 15 minutes/game","Less than 5 points/game"
"HORTON K",0,"medi bayreuth","2015/16",421,34,455,890,-129,12.38,26.18,13.38,"More than 15 minutes/game","More than 5 points/game"
"LESLIE T",0,"medi bayreuth","2015/16",189,16,211,339,-10,11.81,21.19,13.19,"More than 15 minutes/game","More than 5 points/game"
"MULLINGS D",0,"medi bayreuth","2015/16",150,29,153,458,-48,5.17,15.79,5.28,"More than 15 minutes/game","More than 5 points/game"
"ODUM J",0,"medi bayreuth","2015/16",485,34,549,1180,-149,14.26,34.71,16.15,"More than 15 minutes/game","More than 5 points/game"
"SEIFERTH A",0,"medi bayreuth","2015/16",184,17,184,473,-61,10.82,27.82,10.82,"More than 15 minutes/game","More than 5 points/game"
"VINES C",0,"medi bayreuth","2015/16",0,1,0,2,-3,0,2,0,"Less than 15 minutes/game","Less than 5 points/game"
"WACHALSKI S",0,"medi bayreuth","2015/16",304,33,329,800,-118,9.21,24.24,9.97,"More than 15 minutes/game","More than 5 points/game"
"WOLF E",0,"medi bayreuth","2015/16",12,9,13,69,-70,1.33,7.67,1.44,"Less than 15 minutes/game","Less than 5 points/game"
"ZIEGENHAGEN M",0,"medi bayreuth","2015/16",28,20,3,111,-85,1.4,5.55,0.15,"Less than 15 minutes/game","Less than 5 points/game"
"ARMBRUST Y",0,"MHP RIESEN Ludwigsburg","2015/16",4,6,-1,10,-7,0.67,1.67,-0.17,"Less than 15 minutes/game","Less than 5 points/game"
"BOONE J",0,"MHP RIESEN Ludwigsburg","2015/16",169,28,232,380,68,6.04,13.57,8.29,"Less than 15 minutes/game","More than 5 points/game"
"BROCKMAN J",1,"MHP RIESEN Ludwigsburg","2015/16",443,34,591,912,75,13.03,26.82,17.38,"More than 15 minutes/game","More than 5 points/game"
"COTTON T",0,"MHP RIESEN Ludwigsburg","2015/16",179,19,175,520,70,9.42,27.37,9.21,"More than 15 minutes/game","More than 5 points/game"
"HUFF S",1,"MHP RIESEN Ludwigsburg","2015/16",279,30,234,662,98,9.3,22.07,7.8,"More than 15 minutes/game","More than 5 points/game"
"JOHNSON K",1,"MHP RIESEN Ludwigsburg","2015/16",211,19,218,522,97,11.11,27.47,11.47,"More than 15 minutes/game","More than 5 points/game"
"LOESING B",0,"MHP RIESEN Ludwigsburg","2015/16",187,32,173,580,25,5.84,18.12,5.41,"More than 15 minutes/game","More than 5 points/game"
"MCCRAY D",0,"MHP RIESEN Ludwigsburg","2015/16",145,31,102,431,56,4.68,13.9,3.29,"Less than 15 minutes/game","Less than 5 points/game"
"MCNAUGHTON C",1,"MHP RIESEN Ludwigsburg","2015/16",37,22,37,115,0,1.68,5.23,1.68,"Less than 15 minutes/game","Less than 5 points/game"
"MUNOZ A",0,"MHP RIESEN Ludwigsburg","2015/16",177,33,184,485,4,5.36,14.7,5.58,"Less than 15 minutes/game","More than 5 points/game"
"O'NEALE R",0,"MHP RIESEN Ludwigsburg","2015/16",192,25,229,450,34,7.68,18,9.16,"More than 15 minutes/game","More than 5 points/game"
"TRICE R",0,"MHP RIESEN Ludwigsburg","2015/16",347,29,443,847,152,11.97,29.21,15.28,"More than 15 minutes/game","More than 5 points/game"
"WALESKOWSKI A",1,"MHP RIESEN Ludwigsburg","2015/16",217,34,224,513,21,6.38,15.09,6.59,"More than 15 minutes/game","More than 5 points/game"
"BUNDOVIC F",0,"Mitteldeutscher BC","2015/16",57,10,36,133,-22,5.7,13.3,3.6,"Less than 15 minutes/game","More than 5 points/game"
"DARBY L",0,"Mitteldeutscher BC","2015/16",114,15,103,261,-84,7.6,17.4,6.87,"More than 15 minutes/game","More than 5 points/game"
"HATTEN M",0,"Mitteldeutscher BC","2015/16",335,26,373,852,-114,12.88,32.77,14.35,"More than 15 minutes/game","More than 5 points/game"
"HAUKOHL S",0,"Mitteldeutscher BC","2015/16",121,32,142,387,-81,3.78,12.09,4.44,"Less than 15 minutes/game","Less than 5 points/game"
"JOHNSON D",0,"Mitteldeutscher BC","2015/16",252,34,233,856,-98,7.41,25.18,6.85,"More than 15 minutes/game","More than 5 points/game"
"MAIER J",0,"Mitteldeutscher BC","2015/16",37,26,43,164,-69,1.42,6.31,1.65,"Less than 15 minutes/game","Less than 5 points/game"
"MASSENAT F",1,"Mitteldeutscher BC","2015/16",447,34,433,1072,-184,13.15,31.53,12.74,"More than 15 minutes/game","More than 5 points/game"
"OTULE C",0,"Mitteldeutscher BC","2015/16",350,31,374,728,-157,11.29,23.48,12.06,"More than 15 minutes/game","More than 5 points/game"
"SOUTHERLAND J",0,"Mitteldeutscher BC","2015/16",203,16,204,426,-23,12.69,26.62,12.75,"More than 15 minutes/game","More than 5 points/game"
"THOMAS T",0,"Mitteldeutscher BC","2015/16",399,31,557,918,-161,12.87,29.61,17.97,"More than 15 minutes/game","More than 5 points/game"
"TOURAY A",0,"Mitteldeutscher BC","2015/16",1,5,-3,9,-2,0.2,1.8,-0.6,"Less than 15 minutes/game","Less than 5 points/game"
"ZINN R",1,"Mitteldeutscher BC","2015/16",46,23,71,232,-66,2,10.09,3.09,"Less than 15 minutes/game","Less than 5 points/game"
"BELL D",1,"Phoenix Hagen","2015/16",521,34,526,1056,-44,15.32,31.06,15.47,"More than 15 minutes/game","More than 5 points/game"
"COVINGTON D",0,"Phoenix Hagen","2015/16",213,18,222,387,-24,11.83,21.5,12.33,"More than 15 minutes/game","More than 5 points/game"
"ELLIOTT I",0,"Phoenix Hagen","2015/16",383,34,455,966,-58,11.26,28.41,13.38,"More than 15 minutes/game","More than 5 points/game"
"GESKE N",1,"Phoenix Hagen","2015/16",190,33,199,496,-107,5.76,15.03,6.03,"More than 15 minutes/game","More than 5 points/game"
"GROF J",1,"Phoenix Hagen","2015/16",114,33,125,434,-78,3.45,13.15,3.79,"Less than 15 minutes/game","Less than 5 points/game"
"HESS A",0,"Phoenix Hagen","2015/16",260,34,259,598,-99,7.65,17.59,7.62,"More than 15 minutes/game","More than 5 points/game"
"JASINSKI J",0,"Phoenix Hagen","2015/16",19,11,6,81,-39,1.73,7.36,0.55,"Less than 15 minutes/game","Less than 5 points/game"
"JEFFERSON B",0,"Phoenix Hagen","2015/16",458,34,420,1052,-85,13.47,30.94,12.35,"More than 15 minutes/game","More than 5 points/game"
"KEßEN M",1,"Phoenix Hagen","2015/16",10,13,5,67,-59,0.77,5.15,0.38,"Less than 15 minutes/game","Less than 5 points/game"
"KLASSEN O",0,"Phoenix Hagen","2015/16",308,33,362,747,92,9.33,22.64,10.97,"More than 15 minutes/game","More than 5 points/game"
"KRUME M",1,"Phoenix Hagen","2015/16",18,10,15,101,-74,1.8,10.1,1.5,"Less than 15 minutes/game","Less than 5 points/game"
"MANN J",0,"Phoenix Hagen","2015/16",339,30,310,662,-148,11.3,22.07,10.33,"More than 15 minutes/game","More than 5 points/game"
"ZAHNER-GOTHEN P",0,"Phoenix Hagen","2015/16",2,7,1,16,-18,0.29,2.29,0.14,"Less than 15 minutes/game","Less than 5 points/game"
"ALTE T",0,"ratiopharm ulm","2015/16",3,4,2,6,-2,0.75,1.5,0.5,"Less than 15 minutes/game","Less than 5 points/game"
"BABB C",0,"ratiopharm ulm","2015/16",218,21,242,620,143,10.38,29.52,11.52,"More than 15 minutes/game","More than 5 points/game"
"BRAUN T",0,"ratiopharm ulm","2015/16",228,27,287,717,93,8.44,26.56,10.63,"More than 15 minutes/game","More than 5 points/game"
"BREMBLY D",0,"ratiopharm ulm","2015/16",105,29,93,394,-14,3.62,13.59,3.21,"Less than 15 minutes/game","Less than 5 points/game"
"BROWN C",0,"ratiopharm ulm","2015/16",74,11,74,226,-9,6.73,20.55,6.73,"More than 15 minutes/game","More than 5 points/game"
"BUTLER D",0,"ratiopharm ulm","2015/16",340,34,371,773,111,10,22.74,10.91,"More than 15 minutes/game","More than 5 points/game"
"FERNER J",1,"ratiopharm ulm","2015/16",51,29,36,238,-37,1.76,8.21,1.24,"Less than 15 minutes/game","Less than 5 points/game"
"GüNTHER P",1,"ratiopharm ulm","2015/16",469,33,465,944,170,14.21,28.61,14.09,"More than 15 minutes/game","More than 5 points/game"
"HENRY P",0,"ratiopharm ulm","2015/16",141,21,215,476,63,6.71,22.67,10.24,"More than 15 minutes/game","More than 5 points/game"
"KRäMER D",0,"ratiopharm ulm","2015/16",14,10,12,43,-9,1.4,4.3,1.2,"Less than 15 minutes/game","Less than 5 points/game"
"MORGAN R",0,"ratiopharm ulm","2015/16",520,34,579,844,133,15.29,24.82,17.03,"More than 15 minutes/game","More than 5 points/game"
"NEUMANN P",0,"ratiopharm ulm","2015/16",132,33,144,410,-37,4,12.42,4.36,"Less than 15 minutes/game","Less than 5 points/game"
"ROHWER B",0,"ratiopharm ulm","2015/16",9,10,5,22,-19,0.9,2.2,0.5,"Less than 15 minutes/game","Less than 5 points/game"
"RUBIT A",0,"ratiopharm ulm","2015/16",390,29,470,719,84,13.45,24.79,16.21,"More than 15 minutes/game","More than 5 points/game"
"BEVERLY G",0,"Telekom Baskets Bonn","2015/16",8,2,12,36,-9,4,18,6,"More than 15 minutes/game","Less than 5 points/game"
"BLASS V",1,"Telekom Baskets Bonn","2015/16",5,8,7,31,-28,0.62,3.88,0.88,"Less than 15 minutes/game","Less than 5 points/game"
"CLARKE R",0,"Telekom Baskets Bonn","2015/16",379,33,355,794,-3,11.48,24.06,10.76,"More than 15 minutes/game","More than 5 points/game"
"HALL L",0,"Telekom Baskets Bonn","2015/16",64,15,76,259,-95,4.27,17.27,5.07,"More than 15 minutes/game","Less than 5 points/game"
"KLIMAVICIUS T",1,"Telekom Baskets Bonn","2015/16",303,27,400,633,44,11.22,23.44,14.81,"More than 15 minutes/game","More than 5 points/game"
"KOCH F",1,"Telekom Baskets Bonn","2015/16",238,34,250,576,-124,7,16.94,7.35,"More than 15 minutes/game","More than 5 points/game"
"LAWRENCE E",1,"Telekom Baskets Bonn","2015/16",268,33,378,851,-100,8.12,25.79,11.45,"More than 15 minutes/game","More than 5 points/game"
"LODDERS R",1,"Telekom Baskets Bonn","2015/16",16,7,5,67,-36,2.29,9.57,0.71,"Less than 15 minutes/game","Less than 5 points/game"
"MäDRICH D",1,"Telekom Baskets Bonn","2015/16",224,31,210,472,-166,7.23,15.23,6.77,"More than 15 minutes/game","More than 5 points/game"
"MANGOLD A",1,"Telekom Baskets Bonn","2015/16",60,26,122,482,-75,2.31,18.54,4.69,"More than 15 minutes/game","Less than 5 points/game"
"MARSHALL S",0,"Telekom Baskets Bonn","2015/16",201,16,171,433,-72,12.56,27.06,10.69,"More than 15 minutes/game","More than 5 points/game"
"MCKINNEY J",0,"Telekom Baskets Bonn","2015/16",184,24,135,480,-27,7.67,20,5.62,"More than 15 minutes/game","More than 5 points/game"
"PHILMORE I",0,"Telekom Baskets Bonn","2015/16",198,23,214,408,-65,8.61,17.74,9.3,"More than 15 minutes/game","More than 5 points/game"
"WHITE A",0,"Telekom Baskets Bonn","2015/16",454,34,497,932,-105,13.35,27.41,14.62,"More than 15 minutes/game","More than 5 points/game"
"AGVA M",1,"WALTER Tigers Tübingen","2015/16",200,31,215,523,-135,6.45,16.87,6.94,"More than 15 minutes/game","More than 5 points/game"
"ALBUS J",1,"WALTER Tigers Tübingen","2015/16",24,15,32,94,-10,1.6,6.27,2.13,"Less than 15 minutes/game","Less than 5 points/game"
"BUFORD W",0,"WALTER Tigers Tübingen","2015/16",420,31,406,876,-46,13.55,28.26,13.1,"More than 15 minutes/game","More than 5 points/game"
"FITZPATRICK T",0,"WALTER Tigers Tübingen","2015/16",292,34,316,761,-117,8.59,22.38,9.29,"More than 15 minutes/game","More than 5 points/game"
"GEORG J",0,"WALTER Tigers Tübingen","2015/16",2,5,2,3,1,0.4,0.6,0.4,"Less than 15 minutes/game","Less than 5 points/game"
"GREEN G",0,"WALTER Tigers Tübingen","2015/16",455,34,395,914,-93,13.38,26.88,11.62,"More than 15 minutes/game","More than 5 points/game"
"HILLER J",1,"WALTER Tigers Tübingen","2015/16",2,6,2,10,0,0.33,1.67,0.33,"Less than 15 minutes/game","Less than 5 points/game"
"JORDAN J",0,"WALTER Tigers Tübingen","2015/16",188,27,386,858,-35,6.96,31.78,14.3,"More than 15 minutes/game","More than 5 points/game"
"MIHAILOVIC V",1,"WALTER Tigers Tübingen","2015/16",390,30,361,835,-154,13,27.83,12.03,"More than 15 minutes/game","More than 5 points/game"
"NADJFEJI A",1,"WALTER Tigers Tübingen","2015/16",141,34,131,426,-84,4.15,12.53,3.85,"Less than 15 minutes/game","Less than 5 points/game"
"RADOSAVLJEVIC B",1,"WALTER Tigers Tübingen","2015/16",320,34,354,676,-14,9.41,19.88,10.41,"More than 15 minutes/game","More than 5 points/game"
"RUSSELL N",0,"WALTER Tigers Tübingen","2015/16",175,26,175,519,-135,6.73,19.96,6.73,"More than 15 minutes/game","More than 5 points/game"
"SANDERS J",0,"WALTER Tigers Tübingen","2015/16",80,16,105,297,-21,5,18.56,6.56,"More than 15 minutes/game","Less than 5 points/game"
"AKPINAR I",1,"ALBA BERLIN","2016/17",138,32,137,460,32,4.31,14.38,4.28,"Less than 15 minutes/game","Less than 5 points/game"
"ATSüR E",0,"ALBA BERLIN","2016/17",245,32,245,573,-19,7.66,17.91,7.66,"More than 15 minutes/game","More than 5 points/game"
"ENGLISH C",0,"ALBA BERLIN","2016/17",179,20,167,346,30,8.95,17.3,8.35,"More than 15 minutes/game","More than 5 points/game"
"GAFFNEY T",0,"ALBA BERLIN","2016/17",171,28,296,634,-14,6.11,22.64,10.57,"More than 15 minutes/game","More than 5 points/game"
"GIFFEY N",1,"ALBA BERLIN","2016/17",262,33,333,674,49,7.94,20.42,10.09,"More than 15 minutes/game","More than 5 points/game"
"HUNDT J",1,"ALBA BERLIN","2016/17",0,2,1,2,0,0,1,0.5,"Less than 15 minutes/game","Less than 5 points/game"
"KIKANOVIC E",1,"ALBA BERLIN","2016/17",499,31,489,805,75,16.1,25.97,15.77,"More than 15 minutes/game","More than 5 points/game"
"MALU J",0,"ALBA BERLIN","2016/17",4,8,0,30,-12,0.5,3.75,0,"Less than 15 minutes/game","Less than 5 points/game"
"MILLER M",0,"ALBA BERLIN","2016/17",178,25,240,471,19,7.12,18.84,9.6,"More than 15 minutes/game","More than 5 points/game"
"MILOSAVLJEVIC D",1,"ALBA BERLIN","2016/17",380,30,398,866,26,12.67,28.87,13.27,"More than 15 minutes/game","More than 5 points/game"
"RADOSAVLJEVIC B",0,"ALBA BERLIN","2016/17",155,29,157,276,-27,5.34,9.52,5.41,"Less than 15 minutes/game","More than 5 points/game"
"ROBINSON G",0,"ALBA BERLIN","2016/17",77,6,92,137,-20,12.83,22.83,15.33,"More than 15 minutes/game","More than 5 points/game"
"SCHNEIDER T",0,"ALBA BERLIN","2016/17",0,5,0,18,-22,0,3.6,0,"Less than 15 minutes/game","Less than 5 points/game"
"SIVA P",0,"ALBA BERLIN","2016/17",198,20,230,473,79,9.9,23.65,11.5,"More than 15 minutes/game","More than 5 points/game"
"VARGAS A",1,"ALBA BERLIN","2016/17",90,31,101,463,-22,2.9,14.94,3.26,"Less than 15 minutes/game","Less than 5 points/game"
"ZYLKA F",0,"ALBA BERLIN","2016/17",0,1,1,7,-16,0,7,1,"Less than 15 minutes/game","Less than 5 points/game"
"ALTE T",0,"Basketball Löwen Braunschweig","2016/17",0,1,1,4,3,0,4,1,"Less than 15 minutes/game","Less than 5 points/game"
